F1,F2,F3,F4,F6,F7
7.9075003,-0.09316957,0.15941012,-0.6221885,2.9715476,3.260157
7.300554,-0.08311427,0.23341584,-0.7418007,2.8616145,2.1743817
50.243538,-0.22092104,0.01451385,2.2261968,5.712069,98.269356
6.955075,-0.11978352,0.24906659,-1.0219638,2.7756193,0.65429866
13.5834255,-0.23406923,-0.038068295,-6.388216,3.0923781,-11.832221
6.9286623,-0.10891402,0.29064035,-1.1769243,2.733519,0.20418036
6.964228,-0.11594534,0.2577635,-1.0457587,2.769621,0.61557436
7.9277277,-0.52625203,0.045092463,-1.9583267,2.6166666,-1.340747
131.91823,-1.8545617,0.78755593,-14.438776,9.064209,-372.6705
6.9414496,-0.12589955,0.24969983,-1.0561985,2.7666538,0.51624966
11.102865,-1.092781,0.13296974,-5.008629,2.035308,-5.6629534
6.9332943,-0.12268448,0.25810564,-1.0826647,2.7591696,0.43657935
58.712917,-0.13485253,0.2229526,-10.812563,6.682916,-97.28515
77.77376,-0.63058627,-0.44161797,4.0821,7.499792,173.72072
41.50856,0.0520612,0.30697715,1.6059992,5.1198444,75.978966
425.72357,2.0040236,-0.45933676,-27.293959,22.141617,-2343.2192
159.53851,-0.21095002,-0.023412108,8.638523,12.035303,506.03134
14.1615715,-0.022052646,0.28219676,-0.27075368,3.3148143,16.231932
49.877567,-0.21442938,0.021671414,2.2011971,5.6880407,97.2932
80.03194,-0.6548976,-0.4693117,4.2314167,7.644089,180.14815
107.66723,0.020766139,0.20113802,5.8169546,9.216536,274.2938
85.25545,-1.4368781,0.5812371,-12.048761,7.0215697,-178.24759
331.07797,-1.2114109,-0.802871,16.534395,20.183027,1492.1686
14.911828,0.3747928,-0.16266191,-7.0008926,3.8377752,-15.447489
6.9254904,-0.11395252,0.2792933,-1.1455042,2.7418754,0.27172744
118.16341,-0.024093986,0.15603435,6.400339,9.797091,319.28116
195.05397,0.19550097,-0.14324546,-18.35695,14.978857,-664.7867
296.45767,-0.97674906,-0.6404319,15.141731,18.70298,1262.3805
12.100477,-0.9137651,0.1010201,-5.704262,2.2602625,-7.7963576
8.091601,-0.5623642,0.039065003,-2.0971303,2.5920358,-1.5314369
745.8565,-5.0221353,-2.906181,27.09228,32.902702,5183.547
165.27113,-0.7715634,0.2958281,-16.508623,12.188772,-526.9876
226.9315,1.0903789,-0.14200568,-19.916277,16.978159,-850.1724
42.395267,0.0200181,0.27282584,1.6698198,5.1806493,78.204704
57.892353,-0.098401785,0.18862462,-10.729784,6.6810956,-95.76746
45.192093,0.2262801,-0.07180786,-9.595543,6.1624727,-72.18649
6.951405,-0.120619655,0.2507342,-1.034631,2.7722492,0.60980904
32.851776,0.28984177,0.5642388,0.9893973,4.531181,54.877895
6.931031,-0.111533284,0.2842815,-1.1580567,2.7387128,0.25373137
72.51522,-0.5739702,-0.37712145,3.7343895,7.163773,158.75346
120.10024,-2.238297,0.9617846,-13.705347,7.957087,-317.99112
281.16293,-0.87423074,-0.56884885,14.519315,18.04326,1161.9604
228.56326,1.127833,-0.11385703,-19.971193,17.02168,-861.9197
16.31369,0.013861299,0.31467366,-0.12565136,3.454875,20.68189
425.5043,-1.9221667,-1.2570684,19.899103,23.864996,2185.3362
7.4302,-0.4185406,0.06042993,-1.5316895,2.6929536,-0.75272304
163.13931,-0.22819519,-0.039186,8.82738,12.225241,523.1917
65.25774,-0.42558467,0.496742,-11.472776,6.697452,-109.39027
117.97698,-2.30724,0.9930899,-13.573572,7.7581773,-308.1672
236.09735,1.3007804,0.016060114,-20.22449,17.222696,-916.15955
7.79982,-0.49887252,0.048556328,-1.8477988,2.6365228,-1.1881049
373.29285,-1.5149537,-1.0037048,18.125769,21.900389,1788.7178
35.216637,0.27942348,0.5493058,1.153142,4.688386,60.185516
101.855576,-0.10714245,0.07026911,5.513297,8.910254,249.73653
1083.2509,-8.917576,-4.742133,30.801554,39.258198,8933.386
24.36325,0.14818776,0.4361441,0.41707504,3.978744,37.326065
6.9288454,-0.107115746,0.29479885,-1.1887372,2.730336,0.17666066
24.689539,0.15363514,0.4410689,0.43907392,3.9999785,38.000736
164.10469,-0.23312235,-0.04345727,8.87611,12.274607,528.084
10.3366585,-0.085881114,0.224478,-0.5286411,3.0658875,8.323111
35.570515,0.26663697,0.53567874,1.1786118,4.712652,61.073807
6.927782,-0.10461271,0.3007381,-1.2060102,2.7256265,0.13362253
7.2815475,-0.08147359,0.23513544,-0.74339205,2.8601327,2.1398115
315.41476,-1.1044465,-0.72921586,15.909014,19.517258,1387.4852
7.3815413,-0.40681136,0.06376636,-1.4932022,2.6994803,-0.700844
33.595837,0.30226052,0.5754702,1.0395639,4.5796046,56.4164
7.0485373,-0.10647535,0.21859717,-0.7986812,2.8365612,1.487141
21.86377,0.10647881,0.39842725,0.24855208,3.8160768,32.15786
35.07289,0.34023798,-0.11561084,-8.780596,5.4528522,-53.342907
21.373688,0.09830201,0.3910315,0.21550918,3.7841818,31.144514
8.579728,-0.11229336,0.1954807,-0.6409579,2.9571197,4.6867733
150.2167,-0.16761029,0.017220497,8.141871,11.537258,462.79068
6.9312286,-0.10901809,0.29010487,-1.1746167,2.734248,0.215029
178.491,-0.30506504,-0.10694742,9.611543,13.017834,599.5715
298.19785,-0.9883605,-0.6486075,15.212803,18.778252,1273.7668
44.803482,-0.06700361,0.1800729,1.8431501,5.345789,84.249596
17.122463,0.027358174,0.3268788,-0.071121454,3.5075102,22.354202
28.3706,0.21506321,0.49661756,0.68726265,4.239544,45.612114
133.26945,-0.08998084,0.09089148,7.2317333,10.625904,385.28366
7.237152,-0.08606207,0.23052275,-0.7457765,2.8577247,2.0387201
231.73914,-0.5749265,-0.34253287,12.312199,15.751238,867.44714
194.15059,-0.38535535,-0.17636347,10.399988,13.816963,679.23505
16.492847,0.01685059,0.31737733,-0.113572,3.4665346,21.052336
6.9230413,-0.12493718,0.25404382,-1.0741875,2.7610378,0.4350382
261.88223,-0.74729145,-0.47894263,13.720576,17.200068,1037.5299
41.060078,0.27281284,-0.08969474,-9.262772,5.8727126,-64.49201
10.9642105,-1.0799776,0.110787034,-4.843075,2.0700285,-5.4179606
77.319214,-1.0922724,0.5052407,-11.780542,6.9130883,-148.61472
7.692885,-0.4757054,0.051878095,-1.756145,2.6529067,-1.0617962
202.50096,-0.4279077,-0.21335077,10.822182,14.244534,721.44635
67.83024,-0.5235312,-0.31966543,3.4246037,6.864403,145.4187
21.78952,0.10523999,0.39730668,0.24354589,3.8112445,32.004333
58.05262,-0.35944188,-0.1382134,2.7596307,6.2247896,119.09873
260.12738,-0.7360364,-0.4707942,13.646181,17.121933,1026.4655
6.921488,-0.12646031,0.25068176,-1.0650647,2.7634382,0.45331967
57.457054,-0.34887612,-0.12656808,2.7189476,6.185686,117.51016
63.86825,-0.46259856,-0.25195456,3.156893,6.6066256,134.61092
6.9902554,-0.11464727,0.23818195,-0.9402018,2.79796,0.96177375
24.156796,0.46316886,-0.16286278,-7.90147,4.6873474,-33.015358
130.1518,-1.9119195,0.81359506,-14.329126,8.898724,-364.49756
118.87323,-2.2781377,0.9798739,-13.62919,7.8421407,-312.31393
7.839637,-0.5068332,0.04834211,-1.8837297,2.629902,-1.2382712
101.07616,-0.158265,0.018443227,5.474015,8.870209,246.94998
52.584652,-0.26244378,-0.03126943,2.3861156,5.865779,104.51388
393.0398,-1.6660541,-1.0990167,18.814022,22.657787,1936.0338
6.9286366,-0.11357021,0.279822,-1.1460571,2.7418554,0.27703917
139.17815,-0.11628616,0.065314054,7.553831,10.947557,411.57562
42.04009,0.26177657,-0.08545232,-9.341696,5.941436,-66.316956
143.32314,-0.1351651,0.04730153,7.7770767,11.170984,430.43414
13.72641,-0.029314399,0.2756307,-0.30009365,3.2864938,15.332143
222.01874,-0.52559125,-0.2995062,11.819536,15.252537,818.4946
11.916404,-0.05951965,0.24831653,-0.42212975,3.1686978,11.589568
434.57422,2.032661,-0.48589683,-27.624554,22.371088,-2409.8982
138.49396,-0.11353052,0.06823158,7.5147076,10.908817,408.81046
119.7882,-0.031452537,0.14898527,6.4880733,9.884854,326.63895
191.40787,0.077094674,-0.08949256,-18.130648,14.637278,-647.9168
49.7364,0.1751051,-0.052136183,-9.961521,6.4811482,-80.648735
90.348724,-0.7659699,-0.5958359,4.9135933,8.303329,209.5126
70.30246,-0.5501481,-0.34998512,3.5880744,7.0223775,152.45532
408.63446,-1.7881197,-1.174782,19.34138,23.242682,2054.8523
257.6254,-0.7199811,-0.45921326,13.539817,17.010302,1010.7335
9.496567,-0.09990072,0.21180022,-0.5852827,3.0112138,6.586043
169.5627,-0.6322218,0.23256707,-16.774965,12.590803,-546.8437
6.944087,-0.12505794,0.24898636,-1.0483214,2.76874,0.54548466
7.2116003,-0.09318173,0.22327805,-0.74643993,2.8568988,1.9697183
11.533796,-0.06590378,0.24254274,-0.4479264,3.1437976,10.798446
335.42725,-1.2416567,-0.82338,16.704481,20.36498,1521.7812
40.38375,0.280429,-0.09262204,-9.208303,5.8252826,-63.232586
150.00322,-0.16536987,0.01834321,8.138134,11.532101,460.63077
577.61786,-3.2795262,-2.0220702,24.01695,28.730907,3501.4329
12.844253,-0.572862,0.031260014,-6.0473013,2.6776116,-9.820554
11.281857,-1.1093093,0.16160464,-5.2223434,1.9904869,-5.979214
135.20018,-0.09959614,0.08237672,7.330742,10.725903,394.8304
219.12958,-0.5116545,-0.28684902,11.668781,15.100771,804.6066
6.9272923,-0.11166978,0.28439248,-1.1595098,2.7381666,0.24243438
16.629717,0.019135118,0.319443,-0.10434389,3.4754422,21.335344
101.7451,-2.0421424,0.86589074,-12.7735615,7.1919827,-241.86736
113.37528,-0.0032920837,0.17666614,6.136261,9.53393,298.445
11.422129,-1.0962466,0.16179478,-5.3344517,2.0052867,-6.2568593
12.207872,-0.054655433,0.25271463,-0.4024781,3.187667,12.192241
6.9295197,-0.11159253,0.28431726,-1.1586182,2.738499,0.24922466
133.1863,-0.09140444,0.09094834,7.216367,10.6125145,386.5729
7.5329866,-0.43981528,0.05876386,-1.6224799,2.6764288,-0.87881225
40.014816,0.2845838,-0.09421897,-9.178591,5.799412,-62.545567
8.055916,-0.097391725,0.16737401,-0.6263325,2.968362,3.5751262
193.89368,-0.38450158,-0.17532563,10.384484,13.80175,678.3226
7.0047483,-0.112635136,0.23321962,-0.90464896,2.8076534,1.0933677
450.22287,-2.122683,-1.3782299,20.69109,24.756186,2380.392
94.40556,-0.64735067,-0.47820854,5.148425,8.535944,222.60895
6.930997,-0.10960281,0.28877223,-1.1708835,2.7352467,0.2233603
7.708549,-0.08750939,0.14873505,-0.61663353,2.9758177,2.8379378
59.79266,-0.3903072,-0.17225027,2.878492,6.339035,123.739975
235.71022,-0.59465826,-0.36002278,12.515948,15.957005,887.0651
607.6788,-3.5741053,-2.1773908,24.668985,29.560192,3786.2915
219.31316,-0.5119237,-0.28755093,11.682172,15.113539,804.9051
144.00227,-0.13836706,0.044350028,7.8129206,11.206991,433.63605
120.383896,-0.03403914,0.14641225,6.5209675,9.917625,329.2252
222.86543,-0.53016245,-0.3032925,11.860831,15.294653,823.0061
103.77135,-2.116516,0.90086675,-12.862619,7.2129235,-249.68494
165.35847,-0.23960721,-0.049012423,8.938778,12.338213,534.53217
8.108071,-0.09887564,0.17017245,-0.6277887,2.9672427,3.6858125
220.99939,-0.520607,-0.29504156,11.766848,15.199404,813.51776
341.432,-1.2837068,-0.85177755,16.937479,20.614687,1562.9465
46.655193,-0.13391912,0.108754754,1.9764266,5.4727674,88.89761
90.22388,-1.6192468,0.66700196,-12.267149,7.0729175,-197.41656
26.883986,0.43245733,-0.15105808,-8.121104,4.8785944,-38.093834
94.07985,-1.7607809,0.73356843,-12.436636,7.1127687,-212.29361
251.55215,-0.6813017,-0.43109918,13.280433,16.73833,972.732
10.4203005,-0.08448589,0.22573948,-0.5230016,3.071331,8.4960575
235.73509,1.2924644,0.00981164,-20.212313,17.213022,-913.55164
9.073422,-0.77610457,0.0069799423,-2.93585,2.442416,-2.686269
169.48717,-0.63467443,0.23367524,-16.770266,12.583727,-546.4942
22.342478,0.11446774,0.40565133,0.28082776,3.847231,33.14769
326.30304,-1.1784092,-0.78040147,16.346008,19.981918,1459.9098
1158.6447,-9.864792,-5.1645327,31.160627,40.294067,9843.27
101.3586,-0.16026771,0.016052842,5.4924765,8.888086,247.76376
17.212852,0.54136765,-0.19292045,-7.342243,4.2003937,-20.084612
61.32564,-0.2509148,0.33225036,-11.076124,6.6887183,-102.11758
87.873634,-1.5329775,0.6264298,-12.163836,7.048635,-188.34897
174.03798,-0.28261173,-0.0872761,9.385047,12.788717,577.2684
19.731396,0.070895314,0.36624837,0.10478091,3.6773007,27.748728
6.931945,-0.114145756,0.27810538,-1.1401532,2.7435863,0.29794443
6.9229174,-0.12472892,0.25454187,-1.0756464,2.7606387,0.43133104
40.313156,0.28122413,-0.092927694,-9.202618,5.820333,-63.101128
97.96267,-1.9033064,0.8005955,-12.607294,7.1528955,-227.27415
6.9358006,-0.1228863,0.2573496,-1.0797461,2.760061,0.44874513
35.020782,0.28649938,0.55684876,1.139045,4.6749554,59.693905
46.59511,0.21048105,-0.065734625,-9.708536,6.260863,-74.79914
11.265755,-1.1078225,0.15902853,-5.2031174,1.994519,-5.9507627
150.68372,-0.16906166,0.01530087,8.17118,11.56583,464.27924
11.172288,-1.0991918,0.14407563,-5.0915184,2.017924,-5.7856154
55.6911,-0.31754827,-0.09202862,2.5983167,6.0697393,112.79979
394.47845,1.9030592,-0.36575174,-26.126377,21.331703,-2107.828
229.31181,1.1450268,-0.100963354,-19.99631,17.041658,-867.309
7.6125383,-0.4571519,0.05613625,-1.6903883,2.66432,-0.97229755
190.66487,-0.36702454,-0.16085553,10.227309,13.641392,661.0704
6.929122,-0.10874963,0.2909696,-1.1777248,2.7333217,0.2032553
207.281,-0.45192504,-0.23446655,11.0658865,14.490948,745.2992
97.67806,-0.4350283,-0.26303315,5.313841,8.704458,234.28667
196.39816,-0.39811063,-0.18651414,10.505588,13.92547,691.82776
698.7486,-4.5206795,-2.656543,26.31428,31.802574,4699.818
130.37831,-0.07742345,0.10334742,7.0723658,10.467075,372.68954
6.921954,-0.113919616,0.27977443,-1.147951,2.741069,0.25851083
20.398697,0.08203137,0.37631917,0.14977229,3.7207289,29.128511
46.40691,-0.124947906,0.11831534,1.9585567,5.455742,88.274376
23.451225,0.13297093,0.4223826,0.35558307,3.9193888,35.440258
153.2117,-0.18153036,0.0041656494,8.301439,11.697273,476.6835
27.534262,0.20110619,0.48399663,0.6308739,4.185115,43.8828
125.703865,-0.05758977,0.12341392,6.8116703,10.207802,352.79013
6.9623117,-0.118807435,0.24645734,-1.0036986,2.780594,0.72135866
102.48019,-0.039015055,0.13980329,5.5391865,8.937891,252.22896
7.600182,-0.45580804,0.054471135,-1.6761839,2.6672556,-0.9514196
13.70712,-0.02963674,0.27533937,-0.30139416,3.2852385,15.292256
7.2015457,-0.08969462,0.22687173,-0.7476963,2.8557873,1.9577569
113.639,-0.004455924,0.17553174,6.1506634,9.548308,299.61438
37.36309,0.20185757,0.46663618,1.3076317,4.8355756,65.573364
8.167102,-0.100554824,0.17333972,-0.6294368,2.9659758,3.811089
180.58112,-0.3149222,-0.11607218,9.722163,13.128899,609.3797
111.43939,0.003735423,0.18478322,6.021081,9.420652,291.30914
27.100834,0.4300139,-0.15011919,-8.138568,4.8938007,-38.49764
6.956556,-0.119440794,0.24919152,-1.0208025,2.775962,0.66123426
37.693504,0.18992233,0.45391333,1.3314126,4.8582325,66.40274
554.396,-3.0568552,-1.9028838,23.48342,28.065865,3285.9526
249.99886,-0.6713089,-0.42390323,13.214619,16.669197,962.9327
6.921921,-0.12543511,0.25301504,-1.0715919,2.761693,0.43881285
43.257095,0.24807239,-0.08018422,-9.439707,6.0267806,-68.58322
282.30164,-0.8816732,-0.57411766,14.566614,18.093166,1169.2885
15.046893,-0.0072788,0.29555726,-0.21106255,3.3724315,18.062521
67.530594,-0.53382635,0.5642421,-11.651514,6.713,-114.53459
17.179224,0.5417464,-0.19306588,-7.3395348,4.1980357,-20.02199
152.48872,-0.177971,0.0073450804,8.264197,11.659689,473.1347
128.86412,-0.07128084,0.109800816,6.9862347,10.38171,366.5014
7.1409054,-0.09598386,0.22054887,-0.7509497,2.8525007,1.8196234
41.175446,0.271513,-0.0891943,-9.272066,5.8807993,-64.70685
13.978707,-0.05289507,-0.0751425,-6.570526,3.3141794,-12.907989
6.9231415,-0.12569559,0.2522695,-1.0690933,2.762418,0.44728196
114.757355,-2.4117808,1.0405543,-13.373766,7.4565625,-293.27066
6.937413,-0.11663163,0.2717017,-1.1202164,2.749196,0.35653985
32.805786,0.3657688,-0.12542439,-8.598015,5.2938695,-49.12118
7.011282,-0.11172438,0.23099983,-0.8886906,2.8120053,1.1525086
84.60136,-1.4128674,0.5699456,-12.020014,7.014811,-175.724
72.66204,-0.57555044,-0.37892127,3.7440965,7.173153,159.17133
6.923424,-0.117384076,0.27155447,-1.124046,2.7475865,0.3180684
132.66743,-0.087263346,0.09349346,7.1992474,10.593405,382.55426
43.824528,-0.03163004,0.21777749,1.7726905,5.278659,81.792305
8.407717,-0.10740006,0.1862508,-0.63615507,2.9608116,4.3217273
53.995663,0.074694276,0.025614977,-10.336706,6.67244,-88.560265
33.754246,0.3049041,0.5778582,1.0502446,4.5899143,56.743954
85.90593,-1.4607507,0.5924618,-12.077349,7.028298,-180.7573
54.657528,0.045292974,0.053301096,-10.403467,6.6739097,-89.784424
6.9283476,-0.10914838,0.29013193,-1.175569,2.7338722,0.20671952
194.04683,0.16279233,-0.12840247,-18.294436,14.884508,-660.1269
842.4351,-6.085711,-3.4236338,28.469854,34.980312,6208.571
6.931846,-0.11122167,0.28491294,-1.1596119,2.7383263,0.2517717
294.52606,1.5799061,-0.06635463,-22.390919,18.740744,-1354.8146
275.16202,-0.8344902,-0.5407715,14.271871,17.781775,1123.0546
73.09043,-0.5801729,-0.38418508,3.7724245,7.2005286,160.39066
62.19879,-0.43298626,-0.21930528,3.042853,6.497014,130.15791
30.361282,0.2482816,0.5266564,0.82148075,4.3690987,49.72827
117.80424,-2.312848,0.9956343,-13.562853,7.741999,-307.368
104.30663,0.03604293,0.215734,5.635765,9.035236,259.03317
10.530328,-0.99205434,0.11492705,-4.454727,2.1412554,-4.8768425
56.86546,-0.05278659,0.14566684,-10.626194,6.6788125,-93.86816
6.91014,-0.122127414,0.2620511,-1.1009588,2.7532763,0.34466362
6.9428663,-0.12409985,0.25221384,-1.0597358,2.7656612,0.51410735
55.77543,-0.31904674,-0.093678355,2.6040769,6.075276,113.02471
369.80316,-1.4889864,-0.98700213,17.999685,21.762884,1763.3684
171.317,-0.269287,-0.07531333,9.244348,12.646835,563.9933
29.898548,0.3985089,-0.13800883,-8.363885,5.0899944,-43.70744
17.46345,0.033048272,0.33202434,-0.04813099,3.529702,23.059265
75.94698,-0.6109227,-0.41921616,3.9613078,7.383062,168.52121
262.35217,1.4758902,0.030038238,-21.188528,17.906708,-1112.4254
575.1721,2.4871657,-0.90707684,-32.87905,26.015694,-3469.1233
334.10406,1.7078745,-0.18491435,-23.87,19.766697,-1652.9841
6.9937887,-0.11419582,0.23679256,-0.9308325,2.800507,0.9957036
6.928421,-0.11362445,0.27972054,-1.1458336,2.7419071,0.27711308
7.69584,-0.08714831,0.14805281,-0.61627877,2.9760904,2.8109655
78.58238,-0.6392914,-0.45153594,4.1355677,7.5514627,176.02226
19.151136,0.5195401,-0.18453074,-7.4983416,4.336319,-23.694012
6.92997,-0.11025071,0.28738427,-1.1672345,2.73619,0.22981894
86.63193,-1.4874026,0.6049979,-12.10927,7.0357957,-183.55826
59.787636,-0.18259418,0.26791167,-10.920977,6.6853023,-99.27293
11.341568,-0.06911194,0.23964214,-0.46088707,3.1312873,10.400973
7.4650774,-0.08734405,0.19154692,-0.68465126,2.9136293,2.4259925
73.81853,-0.5880066,-0.39311218,3.8205683,7.2470536,162.46303
213.38237,-0.48259056,-0.26142764,11.377033,14.805536,775.7336
6.9279213,-0.10800338,0.29284215,-1.1834334,2.7317305,0.18724501
24.901491,0.15717041,0.44426656,0.45336473,4.013773,38.438995
15.257392,0.5331787,-0.19507289,-7.1602716,4.031678,-16.387947
17.103561,0.54259896,-0.19339347,-7.333441,4.19273,-19.881098
6.9163356,-0.124967694,0.25474048,-1.078213,2.7596748,0.41142476
119.16257,-2.268744,0.97560334,-13.647135,7.8692517,-313.65268
142.86694,-1.4990505,0.626137,-15.118235,10.089903,-423.32797
27.332819,0.42740178,-0.1491152,-8.15725,4.9100695,-38.92963
34.971672,0.34137833,-0.11604905,-8.772446,5.445755,-53.154423
44.77365,0.23099267,-0.07362008,-9.561842,6.133131,-71.407295
6.925357,-0.12457466,0.2546214,-1.0751327,2.7608778,0.43767488
8.058184,-0.0974561,0.16749561,-0.62639576,2.9683135,3.5799394
7.2116275,-0.090492725,0.2260338,-0.7468636,2.8565643,1.9762698
100.672874,-0.17124164,0.005535364,5.4509134,8.847279,245.63678
6.9278073,-0.11983037,0.2653669,-1.1050553,2.7528963,0.37214792
7.7053823,-0.47738492,0.05306959,-1.7696428,2.650188,-1.0814022
15.350722,-0.0022081137,0.30014253,-0.19057763,3.3922048,18.690754
480.3043,-2.37647,-1.527215,21.595528,25.792175,2626.8599
170.5537,-0.26528978,-0.07191372,9.206438,12.608311,560.0301
21.75453,0.10465634,0.39677835,0.24118674,3.808967,31.931982
13.088828,-0.4607637,0.008320808,-6.160102,2.8148482,-10.486168
13.076454,-0.040160775,0.26582193,-0.34391552,3.2441945,13.988221
6.9136686,-0.12443733,0.25627863,-1.0834126,2.7581608,0.39353275
11.8282385,-1.0159949,0.12605381,-5.5687037,2.1295648,-7.1092906
34.661716,0.34486926,-0.11738992,-8.747484,5.424019,-52.57724
81.55624,-0.67131364,-0.48801208,4.3322086,7.741492,184.48672
