E1,E2,E3
1.7682371,1.1545787,0.0
28.647478,0.0,0.0
65.03983,0.0,0.0
35.22239,0.0,0.0
0.85838664,0.0,0.0
0.0,0.0,0.6581464
1.0911125,1.1857028,0.0
55.208626,0.0,0.0
4.997854,0.0,0.0
273.51923,3.1181118,0.0
1878.2167,437.66934,0.0
120.76667,0.0,0.0
549.79706,56.779835,0.0
929.5347,147.59561,0.0
0.0,0.0,253.31209
0.0,0.0,41.86746
0.0,0.0,37.89286
1647.8567,362.29254,0.0
269.5571,1.7361645,0.0
0.0,0.0,78.44375
0.0,0.0,79.361694
0.0,0.0,469.01147
0.0,0.0,292.22336
3699.9,1103.1434,0.0
113.75007,0.0,0.0
1393.6697,281.46835,0.0
0.0,0.0,37.504517
62.503124,0.0,0.0
1.09379,0.24991341,0.0
2.5223415,1.5111567,0.0
0.0,0.0,45.19166
0.0,0.0,2074.6013
52.367725,0.0,0.0
0.0,0.0,93.90046
732.9903,100.059875,0.0
1.5068235,1.0036266,0.0
0.0,0.0,61.673836
0.0,0.0,0.6055126
542.78204,55.275074,0.0
108.562996,0.0,0.0
0.0,0.0,474.0324
761.98895,106.93299,0.0
11.206992,0.0,0.0
7629.3477,2700.0986,0.0
0.0,0.0,13.815028
697.2203,91.32578,0.0
5.500216,0.0,0.0
0.0,0.0,72.73336
1.1664296,1.1412383,0.0
1.1477695,0.40005615,0.0
28.891922,0.0,0.0
0.0,0.0,243.2257
674.75946,86.00442,0.0
0.0,0.0,0.11838937
646.8142,79.17055,0.0
0.0,0.0,23.846237
3703.4956,1104.4526,0.0
0.0,0.0,21.079887
6.236763,0.0,0.0
0.0,0.0,202.5266
0.2548081,0.0,0.20476758
36.79642,0.0,0.0
290.8535,5.802789,0.0
587.1445,65.2001,0.0
0.0,0.0,34.578545
15.350442,0.0,0.0
0.0,0.0,0.75166655
178.98312,0.0,0.0
40.281395,0.0,0.0
1.9762143,1.2821698,0.0
2014.1781,483.70746,0.0
449.09747,36.294155,0.0
65.57163,0.0,0.0
1.2038485,0.4983631,0.0
0.0,0.0,50.331753
152.73209,0.0,0.0
0.0,0.0,190.89285
98.375374,0.0,0.0
2010.0192,482.2466,0.0
0.0,0.0,66.05048
1171.7067,212.01447,0.0
0.0,0.0,18.621258
29.145306,0.0,0.0
1.0610462,1.0234896,0.0
0.0,0.0,36.766518
121.91943,0.0,0.0
0.0,0.0,83.74047
340.34824,14.615021,0.0
1.4952291,0.99848306,0.0
0.0,0.0,62.57861
1.3192554,0.6268298,0.0
28.858032,0.0,0.0
387.16025,24.025858,0.0
0.0,0.0,21.55325
530.8196,52.83052,0.0
0.0,0.0,122.43683
0.11132279,0.0,0.3481567
0.0,0.0,1287.0231
777.64154,111.116455,0.0
0.0,0.0,382.81534
0.0,0.0,1.3634114
1.0913397,0.24890287,0.0
547.59845,56.233505,0.0
24.158232,0.0,0.0
193.97311,0.0,0.0
2.572147,1.5257859,0.0
0.0,0.0,1.5980368
859.5704,130.80096,0.0
1299.3876,251.71417,0.0
11.509015,0.0,0.0
52.5865,0.0,0.0
29.823372,0.0,0.0
0.0,0.0,17.65543
302.38644,8.406214,0.0
1994.1354,476.8099,0.0
0.0,0.0,4.245545
2.2938578,1.4265481,0.0
61.720985,0.0,0.0
0.0,0.0,6.8577604
1394.5986,281.78204,0.0
0.0,0.0,5.2899966
73.73198,0.0,0.0
2.491649,1.5034367,0.0
13.143012,0.0,0.0
2.5327065,1.51408,0.0
1399.3586,283.26312,0.0
216.88145,0.0,0.0
1638.8469,359.55643,0.0
1256.3234,238.2164,0.0
0.0,0.0,114.215996
0.0,0.0,8.760214
49.306744,0.0,0.0
946.99384,152.25822,0.0
5.1787567,0.0,0.0
1189.1625,217.37947,0.0
0.0,0.0,23.413616
0.0,0.0,2.3030615
2.4736898,1.4958702,0.0
49.125862,0.0,0.0
162.63086,0.0,0.0
0.0,0.0,3.5838418
2033.4663,490.2618,0.0
14.043737,0.0,0.0
1.1075213,1.3683264,0.0
2.1345294,1.3506322,0.0
1272.1226,243.0275,0.0
58.172672,0.0,0.0
18.997498,0.0,0.0
0.0,0.0,85.729614
0.0,0.0,606.1472
0.36214772,0.0,0.7390804
0.643206,0.0,0.0
0.014468461,0.0,0.17948246
0.7769238,0.0,0.0
0.0,0.0,117.2179
89.08861,0.0,0.0
0.0,0.0,151.74525
64.19525,0.0,0.0
104.24633,0.0,0.0
1.0362259,1.4956353,0.0
0.0,0.0,156.12077
2.940903,1.6199101,0.0
0.0,0.0,10.973999
68.6818,0.0,0.0
0.0,0.0,42.182796
2551.7283,672.29944,0.0
23.012539,0.0,0.0
0.0,0.0,27.499989
0.0,0.0,0.5029881
18.917416,0.0,0.0
1.4376129,1.0001858,0.0
7.137843,0.0,0.0
1.1567229,0.50504565,0.0
177.36012,0.0,0.0
0.3299035,0.0,0.6179967
88.47885,0.0,0.0
177.11256,0.0,0.0
0.7784333,0.0,0.0
46.84708,0.0,0.0
1183.1504,215.53885,0.0
360.55225,18.942162,0.0
0.0,0.0,29.150234
6.039022,0.0,0.0
2919.6355,805.81165,0.0
253.79515,0.0,0.0
120.95786,0.0,0.0
0.0,0.0,17.992306
494.4622,45.571335,0.0
0.0,0.0,148.45744
0.9981568,0.094547674,0.0
0.0,0.0,23.610462
0.0,0.0,228.9387
0.7356378,0.0,0.0
27.930777,0.0,0.0
346.70798,16.343252,0.0
1.2109848,1.4155571,0.0
0.0,0.0,16.134253
0.0,0.0,116.99248
882.0235,136.49583,0.0
1.6472212,1.085737,0.0
1.9352996,1.2442923,0.0
1305.1102,253.34438,0.0
0.0,0.0,36.5932
0.0,0.0,68.58122
342.57944,15.093823,0.0
0.0,0.0,1681.8507
74.79706,0.0,0.0
32.577545,0.0,0.0
0.0,0.0,25.248585
25.891954,0.0,0.0
1061.5438,179.73499,0.0
0.6631222,0.0,0.0
2469.0525,642.94904,0.0
1.1891173,1.0320469,0.0
0.0,0.0,617.0598
0.0,0.0,8.69123
1760.2644,398.78656,0.0
0.5209425,0.0,0.0
2692.166,722.7084,0.0
213.3668,0.0,0.0
1.1612751,1.2446408,0.0
5.0516605,0.0,0.0
0.0,0.0,0.47752452
2.283748,1.4271742,0.0
0.62415904,0.0,0.0
117.28994,0.0,0.0
962.51917,155.41438,0.0
0.0,0.0,110.307526
262.68433,1.1322044,0.0
478.41583,41.802166,0.0
961.3679,155.46101,0.0
0.0,0.0,8.721308
0.0,0.0,174.44412
0.753595,0.0,0.0
271.14987,2.4965296,0.0
666.69586,83.93118,0.0
54.121937,0.0,0.0
0.0,0.0,106.99707
0.0,0.0,20.633102
0.0,0.0,3.7815006
16.06992,0.0,0.0
8.462727,0.0,0.0
19.817598,0.0,0.0
636.23065,76.87188,0.0
462.4936,38.58447,0.0
0.0,0.0,295.36578
0.0,0.0,35.86761
0.0,0.0,407.28082
6.252827,0.0,0.0
0.0,0.0,32.50748
1.1665322,1.1842946,0.0
0.0,0.0,683.0316
58.64528,0.0,0.0
141.58775,0.0,0.0
775.46106,110.643456,0.0
0.0,0.0,341.1276
0.0,0.0,34.642704
1.1486579,0.60842997,0.0
1.0314571,0.111345366,0.0
54.196766,0.0,0.0
0.0,0.0,4.0395565
0.0,0.0,77.004234
92.609184,0.0,0.0
0.0,0.0,293.77136
10.137263,0.0,0.0
1.0301718,0.119245216,0.0
177.1388,0.0,0.0
19.320057,0.0,0.0
49.94554,0.0,0.0
0.0,0.0,1039.1622
487.5107,43.81196,0.0
0.43031564,0.0,0.0
571.46454,61.49326,0.0
60.459778,0.0,0.0
1946.6233,460.6981,0.0
0.0,0.0,233.02834
24.187576,0.0,0.0
13.328644,0.0,0.0
56.94927,0.0,0.0
1831.8043,422.43738,0.0
32.583675,0.0,0.0
2.4978974,1.5042626,0.0
0.0,0.0,24.698399
158.37933,0.0,0.0
198.68185,0.0,0.0
1.9778621,1.2564704,0.0
1.1363678,1.3711028,0.0
0.0,0.0,54.603813
325.93967,12.500534,0.0
4.5806947,0.0,0.0
1952.1879,462.51895,0.0
4353.866,1359.4661,0.0
311.24445,9.726328,0.0
1.1786726,0.9374164,0.0
0.0,0.0,315.54367
157.87846,0.0,0.0
0.0,0.0,142.42654
3.6031983,0.04200427,0.0
41.21585,0.0,0.0
0.0,0.0,3.1009254
1482.6942,309.72433,0.0
6.819058,0.0,0.0
1.1749066,1.3343406,0.0
0.0,0.0,25.533195
0.0,0.0,283.3497
668.51276,84.34867,0.0
1641.2479,360.28278,0.0
65.78085,0.0,0.0
57.260674,0.0,0.0
0.0,0.0,152.56378
1.0853225,0.60164493,0.0
15.151784,0.0,0.0
435.2594,33.513096,0.0
267.24625,1.946015,0.0
2.8478389,1.5653591,0.0
1.5751187,1.0416924,0.0
0.0,0.0,0.0
1198.2906,220.10648,0.0
0.9944633,0.06126569,0.0
958.3466,154.69162,0.0
42.941696,0.0,0.0
7.336649,0.0,0.0
0.0,0.0,646.1184
1.0868967,1.2450391,0.0
0.0,0.0,227.70995
1.2696992,0.5847335,0.0
1.4663773,1.068459,0.0
0.0,0.0,542.7356
1153.4774,206.30461,0.0
218.58363,0.0,0.0
0.0,0.0,388.26785
61.374355,0.0,0.0
0.0,0.0,54.23132
187.59647,0.0,0.0
1.0697644,0.21433768,0.0
349.92636,17.118786,0.0
157.3856,0.0,0.0
101.20487,0.0,0.0
1.2845892,1.3163263,0.0
1.9754415,1.2676693,0.0
0.0,0.0,13.752943
142.60828,0.0,0.0
304.10452,8.002765,0.0
1438.5405,295.59906,0.0
0.0,0.0,90.80756
948.541,152.51881,0.0
17.069662,0.0,0.0
0.0,0.0,1333.922
1582.8833,341.6992,0.0
139.0713,0.0,0.0
939.963,150.53995,0.0
0.0,0.0,132.60556
673.2109,85.49783,0.0
260.61148,0.47560272,0.0
15.964525,0.0,0.0
1.4749333,1.2662314,0.0
0.0,0.0,11.639187
3.8922129,0.4327137,0.0
5485.9365,1816.3501,0.0
61.421745,0.0,0.0
1.0445038,1.5075123,0.0
86.30125,0.0,0.0
862.95074,131.81284,0.0
1036.8245,173.74323,0.0
389.04373,24.323017,0.0
3019.3545,842.7804,0.0
1487.8756,311.29907,0.0
4294.821,1335.9059,0.0
0.0,0.0,74.67249
0.0,0.0,36.63367
0.0,0.0,590.60046
0.0,0.0,85.22775
3106.9758,875.6439,0.0
0.0,0.0,432.4962
181.15517,0.0,0.0
0.0,0.0,246.58946
0.0,0.0,0.80854774
0.10625759,0.0,0.47544074
1117.8185,195.39247,0.0
1.1301446,0.31471997,0.0
1.0923613,0.58963394,0.0
1248.0988,235.55428,0.0
1.1117978,0.45163238,0.0
30.797276,0.0,0.0
167.85571,0.0,0.0
1.144687,0.31032407,0.0
287.7701,5.088278,0.0
0.0,0.0,10.762458
0.0,0.0,83.607414
65.3836,0.0,0.0
824.3254,122.91067,0.0
1018.7205,169.65578,0.0
1.0571147,1.3249745,0.0
0.0,0.0,51.335342
218.83568,0.0,0.0
189.58174,0.0,0.0
5.318069,0.0,0.0
0.0,0.0,78.510956
0.0,0.0,602.37933
4.1779165,0.09477414,0.0
22.464493,0.0,0.0
43.111485,0.0,0.0
494.96826,45.748276,0.0
228.5567,0.0,0.0
0.0,0.0,14.708458
15.306059,0.0,0.0
0.0,0.0,5.927327
2843.3074,777.6477,0.0
40.268917,0.0,0.0
23.73174,0.0,0.0
0.0,0.0,119.57501
196.17845,0.0,0.0
0.0,0.0,228.38177
2.4597495,1.4870242,0.0
291.7336,5.9781137,0.0
0.0,0.0,764.0884
49.6629,0.0,0.0
94.18219,0.0,0.0
106.91725,0.0,0.0
0.0,0.0,16.018112
0.0,0.0,125.31157
91.153175,0.0,0.0
209.86757,0.0,0.0
2320.6028,590.3147,0.0
0.0,0.0,125.313995
1.1572099,1.4448292,0.0
10.857539,0.0,0.0
0.0,0.0,2.6731927
975.4416,158.897,0.0
104.72057,0.0,0.0
0.0,0.0,247.7117
39.242027,0.0,0.0
1.1762336,0.74042845,0.0
0.0,0.0,117.3345
0.0,0.0,95.12682
0.87460136,0.0,0.0
1.3058162,1.2498777,0.0
0.0,0.0,159.30365
111.590164,0.0,0.0
151.40898,0.0,0.0
1365.8777,272.6547,0.0
8599.171,3105.6682,0.0
0.0,0.0,6.962745
7615.542,2694.2427,0.0
29.50557,0.0,0.0
1100.624,190.18103,0.0
0.6462734,0.0,0.0
2.940479,1.1755567,0.0
51.232506,0.0,0.0
0.6450162,0.0,0.0
299.08475,7.018399,0.0
0.0,0.0,34.34461
0.0,0.0,103.915726
0.0,0.0,22.452068
0.0,0.0,86.55327
0.9251388,0.008708309,0.0
143.67018,0.0,0.0
0.0,0.0,1119.8416
84.05368,0.0,0.0
3141.241,888.5465,0.0
2.1929095,1.3816167,0.0
0.0,0.0,12.554092
0.63273835,0.0,0.21422791
0.0,0.0,28.865265
347.71417,16.4699,0.0
1025.002,170.72356,0.0
1476.1613,307.6327,0.0
83.28403,0.0,0.0
126.73516,0.0,0.0
87.377754,0.0,0.0
0.0,0.0,2.751681
148.37802,0.0,0.0
0.0,0.0,11.681153
2186.9507,543.48724,0.0
5105.948,1662.1918,0.0
303.40945,7.89968,0.0
0.0,0.0,0.4846723
15.239519,0.0,0.0
1.1422317,0.68460304,0.0
0.0,0.0,17.432705
0.0,0.0,107.933136
1.1563327,1.2673056,0.0
295.06982,6.7877693,0.0
1.1764728,1.2711339,0.0
0.0,0.0,19.157318
1.1702636,1.3191481,0.0
1658.0696,365.65768,0.0
816.7145,120.8227,0.0
0.0,0.0,23.196136
0.0,0.0,3.016077
811.3685,119.3111,0.0
8.771934,0.0,0.0
4.1044946,0.22232018,0.0
0.0,0.0,36.28794
35.407043,0.0,0.0
0.0,0.0,212.87456
917.4545,144.74155,0.0
0.0,0.0,31.31882
37.904827,0.0,0.0
0.43357387,0.0,0.17664373
0.6568351,0.0,0.0
1.1579353,0.46926558,0.0
886.5365,137.2869,0.0
0.0,0.0,3.9300604
1.3896282,0.9305465,0.0
0.0,0.0,49.761482
370.62234,20.840178,0.0
0.0,0.0,45.45234
0.0,0.0,0.41664958
108.35195,0.0,0.0
2790.7285,758.4679,0.0
0.0,0.0,4.9688416
0.0,0.0,442.0993
0.0,0.0,198.97679
0.0,0.0,2.6895301
0.0,0.0,57.809196
13.858404,0.0,0.0
1.3266618,1.3657558,0.0
0.0,0.0,326.16058
1.1548715,0.48134837,0.0
284.8206,4.610048,0.0
23.755976,0.0,0.0
557.9915,58.637024,0.0
107.53991,0.0,0.0
196.5497,0.0,0.0
1.1101607,1.501613,0.0
1.1136713,1.1669406,0.0
0.0,0.0,661.6732
801.66315,117.29798,0.0
1.1478184,1.4927211,0.0
7.5120893,0.0,0.0
119.32584,0.0,0.0
2406.1196,620.62115,0.0
13.043324,0.0,0.0
0.0,0.0,2.040842
594.68945,66.92273,0.0
796.62415,115.67031,0.0
243.9187,0.0,0.0
1319.3745,257.97037,0.0
1.1857643,0.5053493,0.0
0.6457639,0.0,0.0
1.1748358,1.4377186,0.0
833.6591,124.40535,0.0
0.0,0.0,103.54855
608.5108,70.63677,0.0
4537.7397,1432.6793,0.0
1983.7009,473.25415,0.0
1.1698418,1.2043725,0.0
0.0,0.0,1.5601416
33.190903,0.0,0.0
1339.3462,264.3167,0.0
429.04858,32.590588,0.0
27.64735,0.0,0.0
1671.572,370.01544,0.0
0.9688604,0.051604968,0.0
2.3729532,1.4584136,0.0
1.2239667,1.1675773,0.0
0.0,0.0,7.8087687
32.29203,0.0,0.0
0.6558682,0.0,0.023141026
0.722032,0.0,0.0
488.06665,43.99483,0.0
262.50012,1.2196232,0.0
2.0882235,1.3208463,0.0
2.5631683,1.5255992,0.0
0.0,0.0,42.628056
0.0,0.0,11.984624
0.6981118,0.0,0.0
0.0,0.0,1026.8771
130.66745,0.0,0.0
1154.9,206.70871,0.0
361.60318,19.073046,0.0
229.27724,0.0,0.0
216.51157,0.0,0.0
410.53973,28.561028,0.0
0.7778213,0.0,0.0
402.41397,27.391441,0.0
0.0,0.0,245.0106
31.263613,0.0,0.0
0.0,0.0,10.603792
1.2103286,0.47785404,0.0
88.56191,0.0,0.0
4.50129,0.0,0.0
0.0,0.0,517.6804
3134.7075,886.0377,0.0
72.22118,0.0,0.0
1.0792054,0.60690117,0.0
81.11566,0.0,0.0
13.86745,0.0,0.0
1.7114071,1.116581,0.0
192.80055,0.0,0.0
0.0,0.0,5.087433
0.0,0.0,170.25772
1.1006522,0.6736994,0.0
0.0,0.0,22.387573
0.0,0.0,130.08664
142.12408,0.0,0.0
31.358616,0.0,0.0
345.67102,15.846727,0.0
